价格,种族,Lv,Name,种族,Lv,Name,Result
17709.0,星星,36,迦温,魔术师,5,猫妖精,伊西丝
17721.0,月,18,黑软泥怪,隐者,31,鞍马天狗,伊西丝
17973.0,恶魔,32,莉莉姆,隐者,17,山灵,伊西丝
17985.0,恶魔,27,安德拉斯,隐者,24,那伽,伊西丝
18057.0,星星,23,风鬼,魔术师,28,克伦佐,伊西丝
18096.0,恶魔,19,佛劳洛斯,隐者,31,鞍马天狗,伊西丝
18393.0,月,12,阴魔罗鬼,隐者,35,荒霸吐,伊西丝
18489.0,隐者,31,鞍马天狗,愚者,20,伊邪那岐,伊西丝
18600.0,月,33,天蛾人,教皇,17,欧若博司,伊西丝
18600.0,月,33,天蛾人,隐者,17,山灵,伊西丝
18810.0,战车,38,白骑士,魔术师,2,杰克灯笼,伊西丝
18825.0,星星,36,迦温,魔术师,11,杰克霜精,伊西丝
18906.0,审判,34,阿努比斯,皇帝,16,埃力格,伊西丝
19002.0,隐者,4,双角兽,愚者,38,恶灵军团,伊西丝
19125.0,战车,38,白骑士,魔术师,5,猫妖精,伊西丝
19245.0,太阳,34,闪电鸟,死神,17,斗牛士,伊西丝
19569.0,隐者,35,荒霸吐,愚者,16,高等皮克希,伊西丝
19569.0,月,16,辉夜,隐者,35,荒霸吐,伊西丝
19632.0,太阳,39,米特拉斯,死神,3,曼陀罗,伊西丝
19797.0,隐者,9,克鲁波克鲁,愚者,38,恶灵军团,伊西丝
19860.0,太阳,39,米特拉斯,战车,3,阿珈席翁,伊西丝
20241.0,战车,38,白骑士,魔术师,11,杰克霜精,伊西丝
20532.0,太阳,39,米特拉斯,死神,9,恶灵,伊西丝
20745.0,太阳,39,米特拉斯,战车,10,软泥怪,伊西丝
20757.0,隐者,13,一本踏鞴,愚者,38,恶灵军团,伊西丝
20913.0,月,7,女梦魔,教皇,40,大僧正,伊西丝
21225.0,顾问官,12,奇魂,信念,39,独角兽,伊西丝
21285.0,倒悬者,9,花魄,女皇,40,诃梨帝母,伊西丝
21789.0,隐者,42,鸠盘荼,愚者,1,亚森,伊西丝
22050.0,隐者,4,双角兽,愚者,42,欧赛,伊西丝
22173.0,恶魔,5,男梦魔,隐者,42,鸠盘荼,伊西丝
22473.0,月,7,女梦魔,隐者,42,鸠盘荼,伊西丝
22650.0,隐者,42,鸠盘荼,愚者,8,背负怪,伊西丝
22752.0,太阳,43,虹蛇,死神,3,曼陀罗,伊西丝
22845.0,隐者,9,克鲁波克鲁,愚者,42,欧赛,伊西丝
22857.0,月,43,基力梅卡拉,隐者,4,双角兽,伊西丝
22980.0,战车,3,阿珈席翁,魔术师,43,妖精女王,伊西丝
22980.0,太阳,43,虹蛇,战车,3,阿珈席翁,伊西丝
24525.0,恶魔,45,帕祖祖,隐者,4,双角兽,伊西丝
26160.0,太阳,47,荷鲁斯,死神,3,曼陀罗,伊西丝
26388.0,太阳,47,荷鲁斯,战车,3,阿珈席翁,伊西丝
27285.0,战车,3,阿珈席翁,魔术师,48,兰达,伊西丝
27816.0,隐者,49,广目天,愚者,1,亚森,伊西丝
29274.0,女教皇,6,希路奇,女教皇,50,妙音天女,伊西丝
30249.0,女教皇,11,飞天,女教皇,50,妙音天女,伊西丝
32181.0,女教皇,6,希路奇,女教皇,53,丝卡蒂,伊西丝
33156.0,女教皇,11,飞天,女教皇,53,丝卡蒂,伊西丝
44778.0,女教皇,40,菊理媛,女教皇,50,妙音天女,伊西丝
47685.0,女教皇,40,菊理媛,女教皇,53,丝卡蒂,伊西丝
13266.0,太阳,16,朱雀,月,24,水鬼,拉弥亚
13749.0,太阳,16,朱雀,月,25,辉夜·贼神,拉弥亚
13818.0,顾问官,22,和魂,力量,20,鬼,拉弥亚
14250.0,皇帝,16,埃力格,女教皇,26,伊西丝,拉弥亚
14436.0,星星,11,木灵,正义,29,权天使,拉弥亚
14448.0,节制,15,真神,命运之轮,27,可罗索,拉弥亚
14589.0,倒悬者,26,建御名方,魔术师,17,猫妖,拉弥亚
14676.0,倒悬者,21,欧特鲁斯,魔术师,23,睡魔,拉弥亚
14682.0,倒悬者,14,犬神,魔术师,28,克伦佐,拉弥亚
15009.0,节制,11,木叶天狗,命运之轮,30,阿里亚德涅,拉弥亚
15108.0,信念,27,塔姆林,教皇,17,欧若博司,拉弥亚
15570.0,顾问官,22,和魂,力量,24,罗刹,拉弥亚
15624.0,信念,21,凤凰,教皇,25,安祖,拉弥亚
15810.0,星星,30,猫将军,正义,14,大天使,拉弥亚
15849.0,顾问官,12,奇魂,力量,31,增长天,拉弥亚
16113.0,节制,15,真神,命运之轮,30,阿里亚德涅,拉弥亚
16506.0,太阳,34,闪电鸟,恋人,6,幸魂,拉弥亚
16665.0,太阳,34,闪电鸟,月,7,女梦魔,拉弥亚
17001.0,倒悬者,26,建御名方,魔术师,23,睡魔,拉弥亚
17073.0,节制,22,持国天,命运之轮,27,可罗索,拉弥亚
17181.0,倒悬者,21,欧特鲁斯,魔术师,28,克伦佐,拉弥亚
17313.0,顾问官,32,单卡拉比,力量,15,狮爷,拉弥亚
17328.0,节制,7,玄武,命运之轮,35,拉克西斯,拉弥亚
17730.0,太阳,34,闪电鸟,月,12,阴魔罗鬼,拉弥亚
17850.0,皇帝,36,图特,女教皇,6,希路奇,拉弥亚
17949.0,皇帝,25,瑟坦特,女教皇,26,伊西丝,拉弥亚
17997.0,太阳,34,闪电鸟,恋人,13,天钿女命,拉弥亚
18144.0,节制,11,木叶天狗,命运之轮,35,拉克西斯,拉弥亚
18261.0,太阳,16,朱雀,月,33,天蛾人,拉弥亚
18381.0,星星,36,迦温,正义,9,天使,拉弥亚
18549.0,塔,37,贝尔芬格,恋人,6,幸魂,拉弥亚
18825.0,皇帝,36,图特,女教皇,11,飞天,拉弥亚
18885.0,塔,37,贝尔芬格,愚者,8,背负怪,拉弥亚
18906.0,太阳,34,闪电鸟,月,16,辉夜,拉弥亚
19248.0,节制,15,真神,命运之轮,35,拉克西斯,拉弥亚
19545.0,太阳,39,米特拉斯,恋人,2,皮克希,拉弥亚
19626.0,星星,36,迦温,正义,14,大天使,拉弥亚
20001.0,太阳,39,米特拉斯,恋人,6,幸魂,拉弥亚
20040.0,塔,37,贝尔芬格,恋人,13,天钿女命,拉弥亚
20160.0,节制,7,玄武,命运之轮,39,阿特罗波斯,拉弥亚
20160.0,太阳,39,米特拉斯,月,7,女梦魔,拉弥亚
20532.0,信念,39,独角兽,教皇,9,比利士,拉弥亚
20976.0,节制,11,木叶天狗,命运之轮,39,阿特罗波斯,拉弥亚
21000.0,塔,41,红骑士,愚者,1,亚森,拉弥亚
21069.0,塔,41,红骑士,恋人,2,皮克希,拉弥亚
21225.0,太阳,39,米特拉斯,月,12,阴魔罗鬼,拉弥亚
21525.0,塔,41,红骑士,恋人,6,幸魂,拉弥亚
21858.0,倒悬者,42,百臂巨人,魔术师,2,杰克灯笼,拉弥亚
21861.0,塔,41,红骑士,愚者,8,背负怪,拉弥亚
22173.0,倒悬者,42,百臂巨人,魔术师,5,猫妖精,拉弥亚
22473.0,节制,7,玄武,命运之轮,42,阿里亚德涅·贼神,拉弥亚
22665.0,太阳,43,虹蛇,恋人,2,皮克希,拉弥亚
23121.0,太阳,43,虹蛇,恋人,6,幸魂,拉弥亚
23280.0,太阳,43,虹蛇,月,7,女梦魔,拉弥亚
23421.0,塔,44,祸津伊邪那岐,愚者,1,亚森,拉弥亚
23490.0,塔,44,祸津伊邪那岐,恋人,2,皮克希,拉弥亚
23946.0,塔,44,祸津伊邪那岐,恋人,6,幸魂,拉弥亚
23946.0,顾问官,44,阿难陀,力量,6,凯尔皮,拉弥亚
24618.0,女皇,20,母夜叉,女皇,40,诃梨帝母,拉弥亚
26073.0,太阳,47,荷鲁斯,恋人,2,皮克希,拉弥亚
26901.0,塔,48,祸津伊邪那岐·贼神,愚者,1,亚森,拉弥亚
26970.0,塔,48,祸津伊邪那岐·贼神,恋人,2,皮克希,拉弥亚
33138.0,女皇,20,母夜叉,女皇,50,荼吉尼,拉弥亚
39114.0,女皇,20,母夜叉,女皇,56,蒂坦妮娅,拉弥亚
44778.0,女皇,40,诃梨帝母,女皇,50,荼吉尼,拉弥亚
50754.0,女皇,40,诃梨帝母,女皇,56,蒂坦妮娅,拉弥亚
13818.0,节制,22,持国天,死神,20,奴延,建御名方
13818.0,顾问官,22,和魂,女皇,20,母夜叉,建御名方
14250.0,女皇,26,拉弥亚,愚者,16,高等皮克希,建御名方
14265.0,女皇,20,母夜叉,愚者,23,伊邪那岐·贼神,建御名方
14820.0,恶魔,19,佛劳洛斯,教皇,25,安祖,建御名方
14985.0,节制,15,真神,死神,28,毕舍遮,建御名方
15108.0,恶魔,27,安德拉斯,教皇,17,欧若博司,建御名方
15714.0,女皇,20,母夜叉,愚者,26,俄耳普斯,建御名方
15714.0,女皇,26,拉弥亚,愚者,20,伊邪那岐,建御名方
15861.0,太阳,16,朱雀,正义,29,权天使,建御名方
16200.0,正义,29,权天使,教皇,17,欧若博司,建御名方
16392.0,节制,33,密特拉,死神,9,恶灵,建御名方
16554.0,顾问官,22,和魂,女皇,26,拉弥亚,建御名方
17001.0,女皇,26,拉弥亚,愚者,23,伊邪那岐·贼神,建御名方
17037.0,太阳,34,闪电鸟,正义,9,天使,建御名方
17325.0,女皇,20,母夜叉,愚者,29,俄耳普斯·贼神,建御名方
17610.0,节制,22,持国天,死神,28,毕舍遮,建御名方
17736.0,信念,21,凤凰,正义,29,权天使,建御名方
17973.0,恶魔,32,莉莉姆,教皇,17,欧若博司,建御名方
17997.0,审判,34,阿努比斯,恋人,13,天钿女命,建御名方
18282.0,太阳,34,闪电鸟,正义,14,大天使,建御名方
18549.0,塔,37,贝尔芬格,女教皇,6,希路奇,建御名方
18600.0,节制,33,密特拉,死神,17,斗牛士,建御名方
18708.0,节制,7,玄武,死神,37,地狱天使,建御名方
19524.0,节制,11,木叶天狗,死神,37,地狱天使,建御名方
19524.0,塔,37,贝尔芬格,女教皇,11,飞天,建御名方
20532.0,太阳,39,米特拉斯,正义,9,天使,建御名方
20532.0,信念,39,独角兽,正义,9,天使,建御名方
20613.0,恶魔,5,男梦魔,教皇,40,大僧正,建御名方
21090.0,女皇,40,诃梨帝母,愚者,8,背负怪,建御名方
21285.0,正义,9,天使,教皇,40,大僧正,建御名方
21525.0,塔,41,红骑士,女教皇,6,希路奇,建御名方
22056.0,正义,41,能天使,教皇,9,比利士,建御名方
23946.0,塔,44,祸津伊邪那岐,女教皇,6,希路奇,建御名方
24090.0,倒悬者,14,犬神,倒悬者,42,百臂巨人,建御名方
24420.0,节制,45,白虎,死神,3,曼陀罗,建御名方
26589.0,倒悬者,21,欧特鲁斯,倒悬者,42,百臂巨人,建御名方
28749.0,女皇,50,荼吉尼,愚者,1,亚森,建御名方
30756.0,倒悬者,9,花魄,倒悬者,51,佳塔由,建御名方
32001.0,倒悬者,14,犬神,倒悬者,51,佳塔由,建御名方
34500.0,倒悬者,21,欧特鲁斯,倒悬者,51,佳塔由,建御名方
40125.0,倒悬者,9,花魄,倒悬者,60,摩洛,建御名方
41370.0,倒悬者,14,犬神,倒悬者,60,摩洛,建御名方
43869.0,倒悬者,21,欧特鲁斯,倒悬者,60,摩洛,建御名方
47289.0,倒悬者,42,百臂巨人,倒悬者,51,佳塔由,建御名方
56232.0,倒悬者,9,花魄,倒悬者,73,马卡布,建御名方
4794.0,恋人,2,皮克希,女教皇,6,希路奇,可罗索
5250.0,恋人,6,幸魂,女教皇,6,希路奇,可罗索
5640.0,恶魔,5,男梦魔,倒悬者,9,花魄,可罗索
5769.0,恋人,2,皮克希,女教皇,11,飞天,可罗索
6225.0,恋人,6,幸魂,女教皇,11,飞天,可罗索
6741.0,恋人,13,天钿女命,女教皇,6,希路奇,可罗索
6885.0,恶魔,5,男梦魔,倒悬者,14,犬神,可罗索
7716.0,恋人,13,天钿女命,女教皇,11,飞天,可罗索
8181.0,教皇,9,比利士,皇帝,16,埃力格,可罗索
8721.0,恋人,19,拉南希,女教皇,6,希路奇,可罗索
8874.0,顾问官,12,奇魂,太阳,16,朱雀,可罗索
9252.0,恶魔,19,佛劳洛斯,倒悬者,9,花魄,可罗索
9273.0,月,7,女梦魔,女皇,20,母夜叉,可罗索
9384.0,恶魔,5,男梦魔,倒悬者,21,欧特鲁斯,可罗索
9696.0,恋人,19,拉南希,女教皇,11,飞天,可罗索
10338.0,月,12,阴魔罗鬼,女皇,20,母夜叉,可罗索
10389.0,教皇,17,欧若博司,皇帝,16,埃力格,可罗索
10497.0,恶魔,19,佛劳洛斯,倒悬者,14,犬神,可罗索
11394.0,恋人,2,皮克希,女教皇,26,伊西丝,可罗索
11514.0,月,16,辉夜,女皇,20,母夜叉,可罗索
11709.0,恶魔,5,男梦魔,倒悬者,26,建御名方,可罗索
11850.0,恋人,6,幸魂,女教皇,26,伊西丝,可罗索
11880.0,教皇,9,比利士,皇帝,25,瑟坦特,可罗索
12009.0,月,7,女梦魔,女皇,26,拉弥亚,可罗索
12210.0,月,18,黑软泥怪,女皇,20,母夜叉,可罗索
12354.0,顾问官,22,和魂,太阳,16,朱雀,可罗索
12900.0,恶魔,27,安德拉斯,倒悬者,9,花魄,可罗索
12996.0,恶魔,19,佛劳洛斯,倒悬者,21,欧特鲁斯,可罗索
13074.0,月,12,阴魔罗鬼,女皇,26,拉弥亚,可罗索
13341.0,恋人,13,天钿女命,女教皇,26,伊西丝,可罗索
13749.0,教皇,25,安祖,皇帝,16,埃力格,可罗索
14088.0,教皇,17,欧若博司,皇帝,25,瑟坦特,可罗索
14145.0,恶魔,27,安德拉斯,倒悬者,14,犬神,可罗索
14250.0,月,16,辉夜,女皇,26,拉弥亚,可罗索
14730.0,月,24,水鬼,女皇,20,母夜叉,可罗索
14946.0,月,18,黑软泥怪,女皇,26,拉弥亚,可罗索
15213.0,月,25,辉夜·贼神,女皇,20,母夜叉,可罗索
15321.0,恋人,19,拉南希,女教皇,26,伊西丝,可罗索
15321.0,恶魔,19,佛劳洛斯,倒悬者,26,建御名方,可罗索
15765.0,恶魔,32,莉莉姆,倒悬者,9,花魄,可罗索
16644.0,恶魔,27,安德拉斯,倒悬者,21,欧特鲁斯,可罗索
17010.0,恶魔,32,莉莉姆,倒悬者,14,犬神,可罗索
17448.0,教皇,25,安祖,皇帝,25,瑟坦特,可罗索
17466.0,月,24,水鬼,女皇,26,拉弥亚,可罗索
17481.0,审判,34,阿努比斯,星星,11,木灵,可罗索
17634.0,顾问官,32,单卡拉比,太阳,16,朱雀,可罗索
17730.0,顾问官,12,奇魂,太阳,34,闪电鸟,可罗索
17949.0,月,25,辉夜·贼神,女皇,26,拉弥亚,可罗索
18381.0,教皇,9,比利士,皇帝,36,图特,可罗索
18408.0,塔,37,贝尔芬格,战车,3,阿珈席翁,可罗索
18708.0,塔,37,贝尔芬格,节制,7,玄武,可罗索
18969.0,恶魔,27,安德拉斯,倒悬者,26,建御名方,可罗索
19293.0,塔,37,贝尔芬格,战车,10,软泥怪,可罗索
19509.0,恶魔,32,莉莉姆,倒悬者,21,欧特鲁斯,可罗索
19524.0,塔,37,贝尔芬格,节制,11,木叶天狗,可罗索
19725.0,月,33,天蛾人,女皇,20,母夜叉,可罗索
20298.0,恋人,2,皮克希,女教皇,40,菊理媛,可罗索
20589.0,教皇,17,欧若博司,皇帝,36,图特,可罗索
20628.0,塔,37,贝尔芬格,节制,15,真神,可罗索
20754.0,恋人,6,幸魂,女教皇,40,菊理媛,可罗索
20913.0,月,7,女梦魔,女皇,40,诃梨帝母,可罗索
21225.0,顾问官,12,奇魂,太阳,39,米特拉斯,可罗索
21384.0,塔,41,红骑士,战车,3,阿珈席翁,可罗索
21684.0,塔,41,红骑士,节制,7,玄武,可罗索
21978.0,月,12,阴魔罗鬼,女皇,40,诃梨帝母,可罗索
22173.0,恶魔,5,男梦魔,倒悬者,42,百臂巨人,可罗索
22245.0,恋人,13,天钿女命,女教皇,40,菊理媛,可罗索
22269.0,塔,41,红骑士,战车,10,软泥怪,可罗索
22314.0,恋人,42,奇稻田姬,女教皇,6,希路奇,可罗索
22500.0,塔,41,红骑士,节制,11,木叶天狗,可罗索
23289.0,恋人,42,奇稻田姬,女教皇,11,飞天,可罗索
23805.0,塔,44,祸津伊邪那岐,战车,3,阿珈席翁,可罗索
24105.0,塔,44,祸津伊邪那岐,节制,7,玄武,可罗索
25953.0,命运之轮,30,阿里亚德涅,命运之轮,35,拉克西斯,可罗索
27285.0,塔,48,祸津伊邪那岐·贼神,战车,3,阿珈席翁,可罗索
28785.0,命运之轮,30,阿里亚德涅,命运之轮,39,阿特罗波斯,可罗索
28818.0,恋人,2,皮克希,女教皇,50,妙音天女,可罗索
5109.0,恋人,6,幸魂,魔术师,5,猫妖精,安德拉斯
5250.0,力量,6,凯尔皮,女教皇,6,希路奇,安德拉斯
5409.0,节制,7,玄武,女教皇,6,希路奇,安德拉斯
5625.0,死神,3,曼陀罗,战车,10,软泥怪,安德拉斯
5640.0,隐者,9,克鲁波克鲁,战车,3,阿珈席翁,安德拉斯
5640.0,死神,9,恶灵,战车,3,阿珈席翁,安德拉斯
5730.0,隐者,4,双角兽,战车,10,软泥怪,安德拉斯
5769.0,恋人,2,皮克希,魔术师,11,杰克霜精,安德拉斯
5940.0,月,7,女梦魔,正义,9,天使,安德拉斯
6225.0,恋人,6,幸魂,魔术师,11,杰克霜精,安德拉斯
6225.0,力量,6,凯尔皮,女教皇,11,飞天,安德拉斯
6225.0,节制,11,木叶天狗,女教皇,6,希路奇,安德拉斯
6285.0,恋人,13,天钿女命,魔术师,2,杰克灯笼,安德拉斯
6384.0,节制,7,玄武,女教皇,11,飞天,安德拉斯
6525.0,隐者,9,克鲁波克鲁,战车,10,软泥怪,安德拉斯
6525.0,死神,9,恶灵,战车,10,软泥怪,安德拉斯
6600.0,恋人,13,天钿女命,魔术师,5,猫妖精,安德拉斯
6600.0,隐者,13,一本踏鞴,战车,3,阿珈席翁,安德拉斯
7005.0,月,12,阴魔罗鬼,正义,9,天使,安德拉斯
7185.0,月,7,女梦魔,正义,14,大天使,安德拉斯
7200.0,节制,11,木叶天狗,女教皇,11,飞天,安德拉斯
7329.0,力量,15,狮爷,女教皇,6,希路奇,安德拉斯
7329.0,节制,15,真神,女教皇,6,希路奇,安德拉斯
7386.0,太阳,16,朱雀,隐者,4,双角兽,安德拉斯
7485.0,隐者,13,一本踏鞴,战车,10,软泥怪,安德拉斯
7533.0,恋人,2,皮克希,魔术师,17,猫妖,安德拉斯
7716.0,恋人,13,天钿女命,魔术师,11,杰克霜精,安德拉斯
7809.0,节制,7,玄武,皇帝,16,埃力格,安德拉斯
7848.0,隐者,17,山灵,战车,3,阿珈席翁,安德拉斯
7848.0,死神,17,斗牛士,战车,3,阿珈席翁,安德拉斯
7977.0,死神,3,曼陀罗,战车,18,式王子,安德拉斯
7989.0,恋人,6,幸魂,魔术师,17,猫妖,安德拉斯
8082.0,隐者,4,双角兽,战车,18,式王子,安德拉斯
8181.0,倒悬者,9,花魄,皇帝,16,埃力格,安德拉斯
8181.0,月,16,辉夜,正义,9,天使,安德拉斯
8181.0,太阳,16,朱雀,隐者,9,克鲁波克鲁,安德拉斯
8250.0,月,12,阴魔罗鬼,正义,14,大天使,安德拉斯
8265.0,恋人,19,拉南希,魔术师,2,杰克灯笼,安德拉斯
8304.0,力量,15,狮爷,女教皇,11,飞天,安德拉斯
8304.0,节制,15,真神,女教皇,11,飞天,安德拉斯
8580.0,恋人,19,拉南希,魔术师,5,猫妖精,安德拉斯
8625.0,节制,11,木叶天狗,皇帝,16,埃力格,安德拉斯
8733.0,隐者,17,山灵,战车,10,软泥怪,安德拉斯
8733.0,死神,17,斗牛士,战车,10,软泥怪,安德拉斯
8877.0,隐者,9,克鲁波克鲁,战车,18,式王子,安德拉斯
8877.0,死神,9,恶灵,战车,18,式王子,安德拉斯
8877.0,月,18,黑软泥怪,正义,9,天使,安德拉斯
8973.0,死神,20,奴延,战车,3,阿珈席翁,安德拉斯
9114.0,力量,20,鬼,女教皇,6,希路奇,安德拉斯
9141.0,太阳,16,朱雀,隐者,13,一本踏鞴,安德拉斯
9426.0,倒悬者,14,犬神,皇帝,16,埃力格,安德拉斯
9426.0,月,16,辉夜,正义,14,大天使,安德拉斯
9480.0,恋人,13,天钿女命,魔术师,17,猫妖,安德拉斯
9696.0,恋人,19,拉南希,魔术师,11,杰克霜精,安德拉斯
9729.0,节制,15,真神,皇帝,16,埃力格,安德拉斯
9837.0,隐者,13,一本踏鞴,战车,18,式王子,安德拉斯
9858.0,死神,20,奴延,战车,10,软泥怪,安德拉斯
9945.0,恋人,2,皮克希,魔术师,23,睡魔,安德拉斯
9954.0,节制,22,持国天,女教皇,6,希路奇,安德拉斯
10056.0,信念,21,凤凰,倒悬者,9,花魄,安德拉斯
10089.0,力量,20,鬼,女教皇,11,飞天,安德拉斯
10122.0,月,18,黑软泥怪,正义,14,大天使,安德拉斯
10389.0,太阳,16,朱雀,隐者,17,山灵,安德拉斯
10401.0,恋人,6,幸魂,魔术师,23,睡魔,安德拉斯
10725.0,隐者,24,那伽,战车,3,阿珈席翁,安德拉斯
10866.0,力量,24,罗刹,女教皇,6,希路奇,安德拉斯
10929.0,节制,22,持国天,女教皇,11,飞天,安德拉斯
10980.0,死神,3,曼陀罗,战车,25,金鬼,安德拉斯
11085.0,隐者,4,双角兽,战车,25,金鬼,安德拉斯
11085.0,隐者,17,山灵,战车,18,式王子,安德拉斯
11085.0,死神,17,斗牛士,战车,18,式王子,安德拉斯
11301.0,信念,21,凤凰,倒悬者,14,犬神,安德拉斯
11397.0,月,24,水鬼,正义,9,天使,安德拉斯
11460.0,恋人,19,拉南希,魔术师,17,猫妖,安德拉斯
11508.0,节制,7,玄武,皇帝,25,瑟坦特,安德拉斯
11610.0,隐者,24,那伽,战车,10,软泥怪,安德拉斯
11841.0,力量,24,罗刹,女教皇,11,飞天,安德拉斯
11850.0,力量,6,凯尔皮,女教皇,26,伊西丝,安德拉斯
11880.0,隐者,9,克鲁波克鲁,战车,25,金鬼,安德拉斯
11880.0,倒悬者,9,花魄,皇帝,25,瑟坦特,安德拉斯
11880.0,死神,9,恶灵,战车,25,金鬼,安德拉斯
11880.0,月,25,辉夜·贼神,正义,9,天使,安德拉斯
11892.0,恋人,13,天钿女命,魔术师,23,睡魔,安德拉斯
11925.0,倒悬者,21,欧特鲁斯,皇帝,16,埃力格,安德拉斯
12009.0,节制,7,玄武,女教皇,26,伊西丝,安德拉斯
12210.0,死神,20,奴延,战车,18,式王子,安德拉斯
12324.0,节制,11,木叶天狗,皇帝,25,瑟坦特,安德拉斯
12354.0,节制,22,持国天,皇帝,16,埃力格,安德拉斯
12450.0,恋人,2,皮克希,魔术师,28,克伦佐,安德拉斯
12642.0,月,24,水鬼,正义,14,大天使,安德拉斯
12765.0,死神,28,毕舍遮,战车,3,阿珈席翁,安德拉斯
12825.0,节制,11,木叶天狗,女教皇,26,伊西丝,安德拉斯
12840.0,隐者,13,一本踏鞴,战车,25,金鬼,安德拉斯
12900.0,信念,27,塔姆林,倒悬者,9,花魄,安德拉斯
12906.0,恋人,6,幸魂,魔术师,28,克伦佐,安德拉斯
13125.0,倒悬者,14,犬神,皇帝,25,瑟坦特,安德拉斯
13125.0,月,25,辉夜·贼神,正义,14,大天使,安德拉斯
13266.0,太阳,16,朱雀,隐者,24,那伽,安德拉斯
13344.0,星星,11,木灵,命运之轮,27,可罗索,安德拉斯
13428.0,节制,15,真神,皇帝,25,瑟坦特,安德拉斯
13620.0,月,7,女梦魔,正义,29,权天使,安德拉斯
13650.0,死神,28,毕舍遮,战车,10,软泥怪,安德拉斯
13665.0,死神,3,曼陀罗,战车,30,荒魂,安德拉斯
13770.0,隐者,4,双角兽,战车,30,荒魂,安德拉斯
13800.0,信念,21,凤凰,倒悬者,21,欧特鲁斯,安德拉斯
13872.0,恋人,19,拉南希,魔术师,23,睡魔,安德拉斯
13929.0,力量,15,狮爷,女教皇,26,伊西丝,安德拉斯
13929.0,节制,15,真神,女教皇,26,伊西丝,安德拉斯
13962.0,隐者,24,那伽,战车,18,式王子,安德拉斯
14088.0,隐者,17,山灵,战车,25,金鬼,安德拉斯
14088.0,死神,17,斗牛士,战车,25,金鬼,安德拉斯
14145.0,信念,27,塔姆林,倒悬者,14,犬神,安德拉斯
14250.0,倒悬者,26,建御名方,皇帝,16,埃力格,安德拉斯
14397.0,恋人,13,天钿女命,魔术师,28,克伦佐,安德拉斯
14484.0,隐者,31,鞍马天狗,战车,3,阿珈席翁,安德拉斯
14565.0,隐者,9,克鲁波克鲁,战车,30,荒魂,安德拉斯
14565.0,死神,9,恶灵,战车,30,荒魂,安德拉斯
14625.0,力量,31,增长天,女教皇,6,希路奇,安德拉斯
14685.0,月,12,阴魔罗鬼,正义,29,权天使,安德拉斯
15009.0,星星,11,木灵,命运之轮,30,阿里亚德涅,安德拉斯
15213.0,死神,20,奴延,战车,25,金鬼,安德拉斯
15369.0,隐者,31,鞍马天狗,战车,10,软泥怪,安德拉斯
15525.0,隐者,13,一本踏鞴,战车,30,荒魂,安德拉斯
15600.0,力量,31,增长天,女教皇,11,飞天,安德拉斯
15624.0,倒悬者,21,欧特鲁斯,皇帝,25,瑟坦特,安德拉斯
15714.0,力量,20,鬼,女教皇,26,伊西丝,安德拉斯
15861.0,节制,33,密特拉,女教皇,6,希路奇,安德拉斯
15861.0,月,16,辉夜,正义,29,权天使,安德拉斯
16002.0,死神,28,毕舍遮,战车,18,式王子,安德拉斯
16053.0,节制,22,持国天,皇帝,25,瑟坦特,安德拉斯
16125.0,信念,21,凤凰,倒悬者,26,建御名方,安德拉斯
16242.0,太阳,34,闪电鸟,隐者,4,双角兽,安德拉斯
16377.0,恋人,19,拉南希,魔术师,28,克伦佐,安德拉斯
16392.0,月,33,天蛾人,正义,9,天使,安德拉斯
16554.0,节制,22,持国天,女教皇,26,伊西丝,安德拉斯
16557.0,月,18,黑软泥怪,正义,29,权天使,安德拉斯
16644.0,信念,27,塔姆林,倒悬者,21,欧特鲁斯,安德拉斯
16773.0,隐者,17,山灵,战车,30,荒魂,安德拉斯
16773.0,死神,17,斗牛士,战车,30,荒魂,安德拉斯
16836.0,节制,33,密特拉,女教皇,11,飞天,安德拉斯
16965.0,隐者,24,那伽,战车,25,金鬼,安德拉斯
17025.0,太阳,16,朱雀,隐者,31,鞍马天狗,安德拉斯
17028.0,隐者,35,荒霸吐,战车,3,阿珈席翁,安德拉斯
17037.0,太阳,34,闪电鸟,隐者,9,克鲁波克鲁,安德拉斯
17466.0,力量,24,罗刹,女教皇,26,伊西丝,安德拉斯
17520.0,星星,23,风鬼,命运之轮,27,可罗索,安德拉斯
17637.0,月,33,天蛾人,正义,14,大天使,安德拉斯
17721.0,隐者,31,鞍马天狗,战车,18,式王子,安德拉斯
17730.0,顾问官,12,奇魂,审判,34,阿努比斯,安德拉斯
17898.0,死神,20,奴延,战车,30,荒魂,安德拉斯
17913.0,隐者,35,荒霸吐,战车,10,软泥怪,安德拉斯
17949.0,倒悬者,26,建御名方,皇帝,25,瑟坦特,安德拉斯
17997.0,太阳,34,闪电鸟,隐者,13,一本踏鞴,安德拉斯
18009.0,节制,7,玄武,皇帝,36,图特,安德拉斯
18144.0,星星,11,木灵,命运之轮,35,拉克西斯,安德拉斯
18261.0,节制,33,密特拉,皇帝,16,埃力格,安德拉斯
18381.0,倒悬者,9,花魄,皇帝,36,图特,安德拉斯
18408.0,死神,37,地狱天使,战车,3,阿珈席翁,安德拉斯
18825.0,节制,11,木叶天狗,皇帝,36,图特,安德拉斯
18897.0,死神,3,曼陀罗,战车,38,白骑士,安德拉斯
18969.0,信念,27,塔姆林,倒悬者,26,建御名方,安德拉斯
